dealer,review_text,source,clean_review,word_count,tb_polarity,vader_compound,sentiment
Bob Rohrman Toyota,I had to replace a wheel bearing before I had to get gas. Not sure how good the service department is if I’ve had to replace parts 200 miles after their 160 point inspection?,DealerRater,i had to replace a wheel bearing before i had to get gas. not sure how good the service department is if i’ve had to replace parts 200 miles after their 160 point inspection?,34,0.22499999999999998,-0.5216,Negative
Bob Rohrman Toyota,wanted to work with me.,DealerRater,wanted to work with me.,5,0.0,0.0,Neutral
Bob Rohrman Toyota,"Started going in different direction with a different dealer they said they could do things they could not went back and talked with Kylee and she remembered my wife and I so it was a no brainer to go with someone like Kylee. I would recommend her to Family and Friends. Levi was straight, fair and honest with us from the start. Super Nice People to work with Highly Recommend",DealerRater,"started going in different direction with a different dealer they said they could do things they could not went back and talked with kylee and she remembered my wife and i so it was a no brainer to go with someone like kylee. i would recommend her to family and friends. levi was straight, fair and honest with us from the start. super nice people to work with highly recommend",70,0.28814814814814815,0.9678,Positive
Bob Rohrman Toyota,They made the process stress-free. They were genuine and very helpful. It was a great overall experience!,DealerRater,they made the process stress-free. they were genuine and very helpful. it was a great overall experience!,17,0.35000000000000003,0.8169,Positive
Bob Rohrman Toyota,dealership is top notch. Will not go anywhere else!,DealerRater,dealership is top notch. will not go anywhere else!,9,0.625,0.2714,Positive
Bob Rohrman Toyota,Explained everything about the car. This is the third Rav4 we have bought from Larry.,DealerRater,explained everything about the car. this is the third rav4 we have bought from larry.,15,0.0,0.0,Neutral
Bob Rohrman Toyota,"Kylee was super easy to work with, and was able to work with me so that we could come up with a deal that we both could agree on. I’m glad I could find an honest dealer in a world of dishonest dealers.",DealerRater,"kylee was super easy to work with, and was able to work with me so that we could come up with a deal that we both could agree on. i’m glad i could find an honest dealer in a world of dishonest dealers.",43,0.3444444444444445,0.8979,Positive
Bob Rohrman Toyota,Aaron was great in getting everything done and closing the deal.,DealerRater,aaron was great in getting everything done and closing the deal.,11,0.8,0.6249,Positive
Bob Rohrman Toyota,discussed with the salesman. They also slipped in extra charges which is was not fully aware weee up charges. Finance shouldn't be sales men they should just go over the finance.,DealerRater,discussed with the salesman. they also slipped in extra charges which is was not fully aware weee up charges. finance shouldn't be sales men they should just go over the finance.,31,0.125,-0.4939,Negative
Bob Rohrman Toyota,Great experience at Bob Rohrman Toyota! Kylee was a pleasure to do business with! Keep up the good work!,DealerRater,great experience at bob rohrman toyota! kylee was a pleasure to do business with! keep up the good work!,19,0.9375,0.9114,Positive
Bob Rohrman Toyota,Brought my wishlist for a new Sienna and my new car arrived in just a few short weeks!  Trevor kept me informed with every status update of my car being built! Great service and customer care!!,DealerRater,brought my wishlist for a new sienna and my new car arrived in just a few short weeks! trevor kept me informed with every status update of my car being built! great service and customer care!!,36,0.21454545454545454,0.858,Positive
Bob Rohrman Toyota,key approach! All the things you could want in dealing with a car dealer.,DealerRater,key approach! all the things you could want in dealing with a car dealer.,14,0.0,0.1511,Positive
Bob Rohrman Toyota,"la venta solo porque el vendedor necesita realizar la venta y ocultar información sobre daños ocultos deja inconformidad en los clientes que se sienten seguros por estar comprando en Toyota aunque el vehículo sea usado uno siente una experiencia diferente a las otras compañías por su respaldo y experiencia en el ramo automotriz, lo cual desafortunadamente no comparto mi satisfacción con Ustedes.

Por detalles pequeños como estos,  se obtienen resultados negativos, mande correos y visite la instalación el vendedor me dijo que me llamaría para evaluar mi caso pero al día de hoy nadie lo hizo",DealerRater,"la venta solo porque el vendedor necesita realizar la venta y ocultar información sobre daños ocultos deja inconformidad en los clientes que se sienten seguros por estar comprando en toyota aunque el vehículo sea usado uno siente una experiencia diferente a las otras compañías por su respaldo y experiencia en el ramo automotriz, lo cual desafortunadamente no comparto mi satisfacción con ustedes. por detalles pequeños como estos, se obtienen resultados negativos, mande correos y visite la instalación el vendedor me dijo que me llamaría para evaluar mi caso pero al día de hoy nadie lo hizo",96,0.0,-0.296,Negative
Bob Rohrman Toyota,work with the people at Rohrman Toyota.,DealerRater,work with the people at rohrman toyota.,7,0.0,0.0,Neutral
Bob Rohrman Toyota,Nice atmosphere. Close to home. People were nice and helpful.,DealerRater,nice atmosphere. close to home. people were nice and helpful.,10,0.6,0.8126,Positive
Bob Rohrman Toyota,etre special et je vous felicite,DealerRater,etre special et je vous felicite,6,0.35714285714285715,0.4019,Positive
Bob Rohrman Toyota,"department, but I'm sure it's top notch.",DealerRater,"department, but i'm sure it's top notch.",7,0.5,0.631,Positive
Bob Rohrman Toyota,"right vehicle. We purchased our second vehicle from her yesterday, trading in the one she helped us get five years (and 150,000 miles of road tripping across the US) ago! 
Five out of five stars! Will visit again for my next vehicle!",DealerRater,"right vehicle. we purchased our second vehicle from her yesterday, trading in the one she helped us get five years (and 150,000 miles of road tripping across the us) ago! five out of five stars! will visit again for my next vehicle!",42,0.09523809523809523,0.0,Neutral
Bob Rohrman Toyota,helpful! Thank you for helping me out!,DealerRater,helpful! thank you for helping me out!,7,0.0,0.7955,Positive
Bob Rohrman Toyota,"TPMS sensor. It was beyond normal life. Chad in the service department explained my options clearly and resolved my issue in a timely manner. I was a bit surprised by the price but, the assurance and Toyota quality was worth it to me. Chad really went above and beyond for me.",DealerRater,"tpms sensor. it was beyond normal life. chad in the service department explained my options clearly and resolved my issue in a timely manner. i was a bit surprised by the price but, the assurance and toyota quality was worth it to me. chad really went above and beyond for me.",51,0.14166666666666664,0.7964,Positive
Bob Rohrman Toyota,dealership. Unfortunately we might never make a deal. But you notice small things individuals do in business that mean the most.,DealerRater,dealership. unfortunately we might never make a deal. but you notice small things individuals do in business that mean the most.,21,-0.140625,-0.1779,Negative
Bob Rohrman Toyota,understanding giving me all the facts and telling me that I had a nice trade in.   I decided to go home and doing some thinking and give him a call back to which he promised not to bug me which was a great response & made me feel like I had finely found a salesman who would let me do my own decisions without hassels!    If you go they have great cars and please ask for Chuck Austin & you will be pleasantly surprised at his expertise and kindness!,DealerRater,understanding giving me all the facts and telling me that i had a nice trade in. i decided to go home and doing some thinking and give him a call back to which he promised not to bug me which was a great response & made me feel like i had finely found a salesman who would let me do my own decisions without hassels! if you go they have great cars and please ask for chuck austin & you will be pleasantly surprised at his expertise and kindness!,89,0.49880952380952376,0.9804,Positive
Bob Rohrman Toyota,"the vehicle to us.  By the way, I can't find his name under Sales.",DealerRater,"the vehicle to us. by the way, i can't find his name under sales.",14,0.0,0.0,Neutral
Bob Rohrman Toyota,I dropped off my van and then received a phone call about 1 hour later letting me know my van was done. The service was so quick. Thank you for great communication and keeping me informed.,DealerRater,i dropped off my van and then received a phone call about 1 hour later letting me know my van was done. the service was so quick. thank you for great communication and keeping me informed.,36,0.37777777777777777,0.7832,Positive
Bob Rohrman Toyota,"customer and throughout the whole car buying process, she was thinking of my best interest first. She made sure to work with me and her manager to get me the best deal possible and I walked away very happy. Kylee is straight forward and made sure to understand what I wanted to make sure I was looking at cars that fit my requirements. I love the car I got and will be returning to Kylee for future car purchases. 
Once it got to the financial/warranty part, Monte was great; he made sure I understood everything and helped me choose a warranty that was good for me.",DealerRater,"customer and throughout the whole car buying process, she was thinking of my best interest first. she made sure to work with me and her manager to get me the best deal possible and i walked away very happy. kylee is straight forward and made sure to understand what i wanted to make sure i was looking at cars that fit my requirements. i love the car i got and will be returning to kylee for future car purchases. once it got to the financial/warranty part, monte was great; he made sure i understood everything and helped me choose a warranty that was good for me.",106,0.503125,0.99,Positive
Bob Rohrman Toyota,"This dealer charged me Indiana taxes and said they would send them to WV and never did. I am having a difficult time getting them to refund the money. The lied about the lojack and upsold by $5,000. Beware of this dealer and check other reviews before buying from them. The will not help me get this figures out despite my pleadings. I even bought this car in the height of COVID where they jacked up the price.",DealerRater,"this dealer charged me indiana taxes and said they would send them to wv and never did. i am having a difficult time getting them to refund the money. the lied about the lojack and upsold by $5,000. beware of this dealer and check other reviews before buying from them. the will not help me get this figures out despite my pleadings. i even bought this car in the height of covid where they jacked up the price.",78,-0.3125,-0.7997,Negative
Bob Rohrman Toyota,Larry definitely does his best to care for his customers!,DealerRater,larry definitely does his best to care for his customers!,10,0.5,0.8858,Positive
Bob Rohrman Toyota,"especially with Larry Rainford. He was very thorough, took plenty of time to explain things and answer questions. I’ve purchased many cars through the years and and Larry made it an A+ experience.",DealerRater,"especially with larry rainford. he was very thorough, took plenty of time to explain things and answer questions. i’ve purchased many cars through the years and and larry made it an a+ experience.",33,0.2333333333333333,0.0,Neutral
Bob Rohrman Toyota,that I have trusted for 2 vehicles now! It was worth every hour. Professional! Efficient! Customer Centric! Thanks Larry for making it fun too!!,DealerRater,that i have trusted for 2 vehicles now! it was worth every hour. professional! efficient! customer centric! thanks larry for making it fun too!!,24,0.225,0.9345,Positive
Bob Rohrman Toyota,"I appreciate all that Larry, Drew, and Spencer did to help make this experience amazing for me. Very professional!!!",DealerRater,"i appreciate all that larry, drew, and spencer did to help make this experience amazing for me. very professional!!!",19,0.42695312500000004,0.8772,Positive
Bob Rohrman Toyota,"and I can’t say thank you enough to them. Without them I don’t know where I’d be but it definitely wouldn’t be in this new car. They were patient and kind. But most importantly they were upfront and honest. There was another gentleman who helped in finding this car for me but I sadly can’t remember his name. Anyways, if I could give this place 100/5 stars I 100% would. Thank you again Larry for everything!",DealerRater,"and i can’t say thank you enough to them. without them i don’t know where i’d be but it definitely wouldn’t be in this new car. they were patient and kind. but most importantly they were upfront and honest. there was another gentleman who helped in finding this car for me but i sadly can’t remember his name. anyways, if i could give this place 100/5 stars i 100% would. thank you again larry for everything!",76,0.20142045454545454,0.9557,Positive
Bob Rohrman Toyota,They answered all my questions clearly and made the whole car buying experience a positive experience.,DealerRater,they answered all my questions clearly and made the whole car buying experience a positive experience.,16,0.17575757575757575,0.743,Positive
Bob Rohrman Toyota,This is the second vehicle we have bought from him.  He is great.,DealerRater,this is the second vehicle we have bought from him. he is great.,13,0.4,0.6249,Positive
Bob Rohrman Toyota,"finance person were easy to work with. We were kept informed on our 5 + month wait for the car to be built. I don’t like the dealership adding 5 percent over the sticker price, charging 3 percent to any credit card purchase, and low balling the trade in value, way below the blue book value, even though we had it serviced at the dealership and they know the condition. We were able to sell to another car dealer for thousands more.",DealerRater,"finance person were easy to work with. we were kept informed on our 5 + month wait for the car to be built. i don’t like the dealership adding 5 percent over the sticker price, charging 3 percent to any credit card purchase, and low balling the trade in value, way below the blue book value, even though we had it serviced at the dealership and they know the condition. we were able to sell to another car dealer for thousands more.",82,0.2866666666666667,0.8658,Positive
Bob Rohrman Toyota,"He is extremely knowledgeable about Toyota products, fair in his dealings with new car purchases and loyal to his customers. I look forward to visiting with Larry each time I am in for service. I am a loyal Toyota owner and have purchased 5 vehicles from Larry. I often refer friends and family to Bob Rohrman Toyota and specifically to Larry for assistance.",DealerRater,"he is extremely knowledgeable about toyota products, fair in his dealings with new car purchases and loyal to his customers. i look forward to visiting with larry each time i am in for service. i am a loyal toyota owner and have purchased 5 vehicles from larry. i often refer friends and family to bob rohrman toyota and specifically to larry for assistance.",63,0.2756060606060606,0.891,Positive
Bob Rohrman Toyota,"us.  Thanks, Larry Rainford, Drew Vance, Dakota Rogers, and Monte G.  For all your help.",DealerRater,"us. thanks, larry rainford, drew vance, dakota rogers, and monte g. for all your help.",15,0.2,0.6808,Positive
Bob Rohrman Toyota,over everything with you thanks,DealerRater,over everything with you thanks,5,0.2,0.4404,Positive
Bob Rohrman Toyota,receive to meet our needs. We are longtime Bob Rohrman customers and will continue as such going forward!,DealerRater,receive to meet our needs. we are longtime bob rohrman customers and will continue as such going forward!,18,0.0,0.0,Neutral
Bob Rohrman Toyota,car of my dreams. I also would like to think sensor for helping me finance it as well and Brock.!,DealerRater,car of my dreams. i also would like to think sensor for helping me finance it as well and brock.!,20,0.0,0.8313,Positive
Bob Rohrman Toyota,"Love Toyota, don’t love needing a new car right now. Regardless, Larry and Rohrman’s made it as painless as possible.",DealerRater,"love toyota, don’t love needing a new car right now. regardless, larry and rohrman’s made it as painless as possible.",20,0.28441558441558434,0.891,Positive
Bob Rohrman Toyota,through the process relatively quickly,DealerRater,through the process relatively quickly,5,0.3333333333333333,0.0,Neutral
Bob Rohrman Toyota,"even though I was out of state. Adam took multiple video walk arounds and answered multiple questions via text, email and calls. When it was time for the purchase, he even drove the car 3.5 hours to deliver it to me! Highly recommended!",DealerRater,"even though i was out of state. adam took multiple video walk arounds and answered multiple questions via text, email and calls. when it was time for the purchase, he even drove the car 3.5 hours to deliver it to me! highly recommended!",43,0.06666666666666667,0.3973,Positive
Bob Rohrman Toyota,my dream car I can't thank him enough.,DealerRater,my dream car i can't thank him enough.,8,0.0,-0.0284,Neutral
Bob Rohrman Toyota,"We are from Illinois. We purchased a 2015 Tacoma on 01/31/2023, 65 days later, we still have not received valid license plate. The temporary license expired March 17th, so the car is sitting in the driveway! I called and left messages but no call-backs yet. I even asked for the GM and Sales Manager, but was told they were both off today (04/06/2023). 
Today's message was to ask if the dealership is willing to reimburse us if we rent a car. 

The title department did not offer us any help. I spoke to a dealer here in Illinois last night and was told ""if that was them, they would've offered a dealer's plate temporarily, mailed it in via FEDEX next-day delivery"". 

Note that when we purchased this car, it was done over the phone. It was probably the fastest deal we've ever done. I did not score Sales, did not name Salesperson, but we've done some repairs already that we thought should've been fixed during their inspection. It was an easy commission but I do wish he made follow-ups after he made the sale to ensure everything is in place.

We were told originally that Illinois is backed-up 6-8 weeks in processing titles (we were told this for 2 weeks). Then, most recent, that Illinois rejected because of some odometer issue; and that they needed to get the previous owner to sign something; and that this person actually came in yesterday and signed it. 

In the meantime, I think the dealer should offer to send us temporary dealer's plate ASAP. We will wait and see.",DealerRater,"we are from illinois. we purchased a 2015 tacoma on 01/31/2023, 65 days later, we still have not received valid license plate. the temporary license expired march 17th, so the car is sitting in the driveway! i called and left messages but no call-backs yet. i even asked for the gm and sales manager, but was told they were both off today (04/06/2023). today's message was to ask if the dealership is willing to reimburse us if we rent a car. the title department did not offer us any help. i spoke to a dealer here in illinois last night and was told ""if that was them, they would've offered a dealer's plate temporarily, mailed it in via fedex next-day delivery"". note that when we purchased this car, it was done over the phone. it was probably the fastest deal we've ever done. i did not score sales, did not name salesperson, but we've done some repairs already that we thought should've been fixed during their inspection. it was an easy commission but i do wish he made follow-ups after he made the sale to ensure everything is in place. we were told originally that illinois is backed-up 6-8 weeks in processing titles (we were told this for 2 weeks). then, most recent, that illinois rejected because of some odometer issue; and that they needed to get the previous owner to sign something; and that this person actually came in yesterday and signed it. in the meantime, i think the dealer should offer to send us temporary dealer's plate asap. we will wait and see.",265,0.1356060606060606,0.8122,Positive
Bob Rohrman Toyota,"Saw a very cool car while I was waiting.  In fact I never sat down until I test drove the cool car!  Then I bought the cool car!  Thanks to Dakota who passed me off to Dalton, my sales guy.  He worked with another guy in Sales and then I met the Finance Manager, Monte’.  Everyone was very helpful and the process was fast and easy.  Thanks, everyone!  Love my cool car!

Kathy Heaphy, West Lafayette",DealerRater,"saw a very cool car while i was waiting. in fact i never sat down until i test drove the cool car! then i bought the cool car! thanks to dakota who passed me off to dalton, my sales guy. he worked with another guy in sales and then i met the finance manager, monte’. everyone was very helpful and the process was fast and easy. thanks, everyone! love my cool car! kathy heaphy, west lafayette",76,0.30866161616161614,0.9768,Positive
Bob Rohrman Toyota,Very friendly staff. answer any questions we had. Overall great experience.,DealerRater,very friendly staff. answer any questions we had. overall great experience.,11,0.4291666666666667,0.8221,Positive
Hubler Toyota,"extremely kind to us during the process of us getting our new car. We greatly appreciate all of his help & thanks to him, everything was very smooth sailing!",DealerRater,"extremely kind to us during the process of us getting our new car. we greatly appreciate all of his help & thanks to him, everything was very smooth sailing!",29,0.47727272727272724,0.9114,Positive
Hubler Toyota,at all. I would buy another vehicle from him without hesitation.,DealerRater,at all. i would buy another vehicle from him without hesitation.,11,0.0,0.2057,Positive
Hubler Toyota,"right for me and were flexible in helping me purchase as I am from out of state. Great customer service and timely submission of documents! Joseph, the salesman was great too, he took the time to build rapport and connect with us as customers. He was very helpful throughout the whole process and everything felt natural, not forced. I would recommend!",DealerRater,"right for me and were flexible in helping me purchase as i am from out of state. great customer service and timely submission of documents! joseph, the salesman was great too, he took the time to build rapport and connect with us as customers. he was very helpful throughout the whole process and everything felt natural, not forced. i would recommend!",61,0.3961734693877551,0.97,Positive
Hubler Toyota,"vehicle. Dave Keller was very helpful, he understood what I was looking for and helped to guide me to the car that fit my requirements.",DealerRater,"vehicle. dave keller was very helpful, he understood what i was looking for and helped to guide me to the car that fit my requirements.",25,0.30000000000000004,0.6801,Positive
Hubler Toyota,I was told it was leaking and needs to be replaced at a cost of +$600.   I decided not to do it because I wanted to see for myself if it was leaking.  I have been monitoring this for a 3 week period by measuring the coolant level in the reserve tank.  No difference.,DealerRater,i was told it was leaking and needs to be replaced at a cost of +$600. i decided not to do it because i wanted to see for myself if it was leaking. i have been monitoring this for a 3 week period by measuring the coolant level in the reserve tank. no difference.,54,0.0,-0.296,Negative
Hubler Toyota,"light the road.  The customer service agent said they fixed a couple things and the lights should be fixed.  The first time I was out after dark, the headlights still did not light the road!  The symptoms had not changed!  Did they even test this before returning the car to me???",DealerRater,"light the road. the customer service agent said they fixed a couple things and the lights should be fixed. the first time i was out after dark, the headlights still did not light the road! the symptoms had not changed! did they even test this before returning the car to me???",51,0.06458333333333333,0.0,Neutral
Hubler Toyota,Oil change and tire rotation.  Reasonably priced.  Feel like it’s going to be a great place to take my new RAV4,DealerRater,oil change and tire rotation. reasonably priced. feel like it’s going to be a great place to take my new rav4,21,0.37878787878787873,0.765,Positive
Hubler Toyota,Shows all the bells about the new car. Had car ready for pick up on time.,DealerRater,shows all the bells about the new car. had car ready for pick up on time.,16,0.16818181818181818,0.3612,Positive
Hubler Toyota,process seamless. We'd happily come here again.,DealerRater,process seamless. we'd happily come here again.,7,0.45,0.5574,Positive
Hubler Toyota,listened to what I was saying {Clay Sappington).  I will definitely be back for servicing my RAV4!,DealerRater,listened to what i was saying {clay sappington). i will definitely be back for servicing my rav4!,17,0.0,0.4574,Positive
Hubler Toyota,"Prompt service and very professional . Happy to return for future work, great job!",DealerRater,"prompt service and very professional . happy to return for future work, great job!",14,0.48250000000000004,0.8539,Positive
Hubler Toyota,"dealership. However that was under Beck until this last one purchased In January.  Salesman was excellent Car was what I wanted and at a fair price.  However the finance manager mislead  me and lied about a insurance policy for wheel and tire.
He told me would only add a couple of dollars on payment.  However after getting home and reviewing paperwork I found a 1700.00 chg for ins. After numerous phone calls and another trip to dealer he finally cut a check payable to me and TMC.  Did not adjust payment and since is a lease no change in the buyout.  Watch financial work and read doc carefully",DealerRater,dealership. however that was under beck until this last one purchased in january. salesman was excellent car was what i wanted and at a fair price. however the finance manager mislead me and lied about a insurance policy for wheel and tire. he told me would only add a couple of dollars on payment. however after getting home and reviewing paperwork i found a 1700.00 chg for ins. after numerous phone calls and another trip to dealer he finally cut a check payable to me and tmc. did not adjust payment and since is a lease no change in the buyout. watch financial work and read doc carefully,108,0.19999999999999998,0.1531,Positive
Hubler Toyota,He was very knowledgeable and patient. Gave me a great tour of all the details of my new car. His friendly demeanor enhanced my car buying experience.,DealerRater,he was very knowledgeable and patient. gave me a great tour of all the details of my new car. his friendly demeanor enhanced my car buying experience.,27,0.37784090909090906,0.8074,Positive
Hubler Toyota,"I had specific things I was looking for in a vehicle. Jordan spent time listening to my needs, letting me know when things appeared within the inventory that might meet them and working to get the vehicle I wanted into a space I could afford. This is the third vehicle I have bought working with Jordan, and I cannot say enough positive things about him and my experience.",DealerRater,"i had specific things i was looking for in a vehicle. jordan spent time listening to my needs, letting me know when things appeared within the inventory that might meet them and working to get the vehicle i wanted into a space i could afford. this is the third vehicle i have bought working with jordan, and i cannot say enough positive things about him and my experience.",68,0.025454545454545452,-0.4449,Negative
Hubler Toyota,15 words seems unneccesary. Uh. Very friendly service. Very friendly service indeed.,DealerRater,15 words seems unneccesary. uh. very friendly service. very friendly service indeed.,12,0.48750000000000004,0.7897,Positive
Hubler Toyota,Patient with us as we requested to view multiple vehicles. Moved quickly to get paperwork complete. Great conversation throughout our time at the lot.,DealerRater,patient with us as we requested to view multiple vehicles. moved quickly to get paperwork complete. great conversation throughout our time at the lot.,24,0.30833333333333335,0.6249,Positive
Hubler Toyota,"with Trent Purdue for the purchase of our pre-owned vehicle. We’ve never encountered a salesman quite like Trent in all our years of buying vehicles, or really anything for that matter (trust me, it’s been a lot of years lol). His knowledge and passion was the most impressive part. You can tell he truly loves what he does. We left extremely impressed and grateful for all of his efforts and will definitely be back in the future. Thank you again, Trent, and the whole Hubler Toyota team!",DealerRater,"with trent purdue for the purchase of our pre-owned vehicle. we’ve never encountered a salesman quite like trent in all our years of buying vehicles, or really anything for that matter (trust me, it’s been a lot of years lol). his knowledge and passion was the most impressive part. you can tell he truly loves what he does. we left extremely impressed and grateful for all of his efforts and will definitely be back in the future. thank you again, trent, and the whole hubler toyota team!",87,0.4166666666666667,0.9865,Positive
Hubler Toyota,They charged me $317 and then tried to sell me $3000 worth of stuff I don’t need. They fixed absolutely nothing.,DealerRater,they charged me $317 and then tried to sell me $3000 worth of stuff i don’t need. they fixed absolutely nothing.,21,0.20000000000000004,0.0258,Neutral
Hubler Toyota,My car received the repairs that it needed.    Very pleased,DealerRater,my car received the repairs that it needed. very pleased,10,0.65,0.4927,Positive
Hubler Toyota,! Quick and easy. Kept me informed. Please let me know when recall part comes in.,DealerRater,! quick and easy. kept me informed. please let me know when recall part comes in.,16,0.3833333333333333,0.6696,Positive
Hubler Toyota,The whole team was great.  We left very satisfied.,DealerRater,the whole team was great. we left very satisfied.,9,0.4125,0.8016,Positive
Hubler Toyota,"The people there truly are wanting to help you and be there for you; I really think they were not like any other dealerships as they really got to know me and take care of me. Everything was also super fast, and the dealership was quick with everything.",DealerRater,"the people there truly are wanting to help you and be there for you; i really think they were not like any other dealerships as they really got to know me and take care of me. everything was also super fast, and the dealership was quick with everything.",48,0.19027777777777777,0.8907,Positive
Hubler Toyota,"accommodating, flexible, great sales person, thorough, problem solver, consultative",DealerRater,"accommodating, flexible, great sales person, thorough, problem solver, consultative",9,0.8,0.5106,Positive
Hubler Toyota,"on car max but too late now.
I would like to tell you how good Joseph was. He is the reason I bought this car. He doesn’t pressure you,he is there for you every step of the way and always polite and patient. He is excellent!!! at his job. Kudos to him, I would never have bought this car without him. Please 
Give him recognition for a job well done!",DealerRater,"on car max but too late now. i would like to tell you how good joseph was. he is the reason i bought this car. he doesn’t pressure you,he is there for you every step of the way and always polite and patient. he is excellent!!! at his job. kudos to him, i would never have bought this car without him. please give him recognition for a job well done!",70,0.4666666666666666,0.9529,Positive
Hubler Toyota,"efficient, and stress-free; a great experience overall.",DealerRater,"efficient, and stress-free; a great experience overall.",7,0.4,0.7845,Positive
Hubler Toyota,He listened and talked about all the features of my new vehicle.,DealerRater,he listened and talked about all the features of my new vehicle.,12,0.13636363636363635,0.0,Neutral
Hubler Toyota,"No hassle, quick turn around.  Made the car buying experience easy and not stressful..",DealerRater,"no hassle, quick turn around. made the car buying experience easy and not stressful..",14,0.3833333333333333,0.5271,Positive
Hubler Toyota,like the new  working time.,DealerRater,like the new working time.,5,0.13636363636363635,0.3612,Positive
Hubler Toyota,"one car and left with two. Derik, John and Brock all good guys, Derik took the time to help us set up all the techno stuff too.",DealerRater,"one car and left with two. derik, john and brock all good guys, derik took the time to help us set up all the techno stuff too.",27,0.35,0.6808,Positive
Hubler Toyota,"my 2023 Highlander plus completing equipment for a factory recall for 10:00 am

This was wet up at time of scheduled appointment, and was assured that the parts for the recall would be completed.

The Dealer did take us to the mall to wait on the car.

However, when I checked if the car was ready by 3:00 pm, I was informed that not all parts were available for the recall.

I live 63 miles away from the dealership.  Not only did I waste an entire day, I will have to reschedule in order to install the parts of the recall.  

TOTALLY, Unacceptable.",DealerRater,"my 2023 highlander plus completing equipment for a factory recall for 10:00 am this was wet up at time of scheduled appointment, and was assured that the parts for the recall would be completed. the dealer did take us to the mall to wait on the car. however, when i checked if the car was ready by 3:00 pm, i was informed that not all parts were available for the recall. i live 63 miles away from the dealership. not only did i waste an entire day, i will have to reschedule in order to install the parts of the recall. totally, unacceptable.",103,0.05454545454545454,-0.2716,Negative
Hubler Toyota,My young child came with me excited to look at cars not expecting it to take as long as it did for me to make a decision. Derik heard my son say he wanted fries & kindly offered to go grab some for him while we waited on the paperwork. We didn’t take him up on it but he went out of his way to try & make everyone happy both for cars & fries!,DealerRater,my young child came with me excited to look at cars not expecting it to take as long as it did for me to make a decision. derik heard my son say he wanted fries & kindly offered to go grab some for him while we waited on the paperwork. we didn’t take him up on it but he went out of his way to try & make everyone happy both for cars & fries!,75,0.40499999999999997,0.8459,Positive
Hubler Toyota,looking for and got us a great deal on two cars today. We appreciate all he did and the pizza for my 7 year old grandson was an added bonus. He was getting hangry. Would and will be recommending him for anyone to buy a car from.,DealerRater,looking for and got us a great deal on two cars today. we appreciate all he did and the pizza for my 7 year old grandson was an added bonus. he was getting hangry. would and will be recommending him for anyone to buy a car from.,47,0.45,0.8834,Positive
Hubler Toyota,We settled in price and apr over the phone because I live 2 hours away. This was one of the most pleasant buying experiences I’ve ever had.,DealerRater,we settled in price and apr over the phone because i live 2 hours away. this was one of the most pleasant buying experiences i’ve ever had.,27,0.45656565656565656,0.5563,Positive
Hubler Toyota,it’s many new features,DealerRater,it’s many new features,4,0.3181818181818182,0.0,Neutral
Hubler Toyota,It was a pleasure. To work with the staff.,DealerRater,it was a pleasure. to work with the staff.,9,0.0,0.5719,Positive
Hubler Toyota,windshield.  It was just a bare sticker.  No information about time and mileage to do oil change,DealerRater,windshield. it was just a bare sticker. no information about time and mileage to do oil change,17,0.05,-0.296,Negative
Hubler Toyota,"From the minute I called, walked in the door and purchased my new car. Robert was amazing to work with, he was kind, very knowledgeable and worked super hard to make sure I got the right vehicle and was happy with it.",DealerRater,"from the minute i called, walked in the door and purchased my new car. robert was amazing to work with, he was kind, very knowledgeable and worked super hard to make sure i got the right vehicle and was happy with it.",42,0.3515271765271765,0.9493,Positive
Hubler Toyota,encountered was courteous-I would definitely recommend this dealership,DealerRater,encountered was courteous-i would definitely recommend this dealership,8,0.0,0.6369,Positive
Hubler Toyota,mind and Cody and your staff fulfilled this. I did not comment on Odle or Leon as I am uncertain whether I had actual contact with them.,DealerRater,mind and cody and your staff fulfilled this. i did not comment on odle or leon as i am uncertain whether i had actual contact with them.,27,0.0,0.1531,Positive
Hubler Toyota,"electronics. Finance person was facilitative arranging a loan with Bank of America,",DealerRater,"electronics. finance person was facilitative arranging a loan with bank of america,",12,0.0,0.0,Neutral
Hubler Toyota,want.  I ended up trading my vehicle at a different dealership.,DealerRater,want. i ended up trading my vehicle at a different dealership.,11,0.0,0.0772,Positive
Hubler Toyota,"issue.
Wanted to sell me a new motor and charge a diagnostic fee.

I found out how to reset the Lift Gate on YouTube and it’s worked perfectly since then.

Hubler wanted me to spend $1200 needlessly on a new motor.

Do better Hubler!!!",DealerRater,issue. wanted to sell me a new motor and charge a diagnostic fee. i found out how to reset the lift gate on youtube and it’s worked perfectly since then. hubler wanted me to spend $1200 needlessly on a new motor. do better hubler!!!,44,0.5623224431818181,0.8392,Positive
Hubler Toyota,with.  I would definitely recommend them to anyone looking for a new car.,DealerRater,with. i would definitely recommend them to anyone looking for a new car.,13,0.06818181818181818,0.6369,Positive
Hubler Toyota,Jordan and staff were very Professional. Thank you,DealerRater,jordan and staff were very professional. thank you,8,0.13,0.4173,Positive
Hubler Toyota,never go back. Decided to take a chance since it was now Hubler. Went with two cars in mind and ended up buying one. Derik and service Manager were absolutely the best.,DealerRater,never go back. decided to take a chance since it was now hubler. went with two cars in mind and ended up buying one. derik and service manager were absolutely the best.,32,0.39999999999999997,0.7564,Positive
